state3,steps,sum_pnl,mean_pnl,mean_option_pnl,mean_hedge_pnl,mean_agent_minus_bs,mean_delta_gap,year,portfolio,share_negative_steps,share_negative_loss
spot_down/option_down/iv_down,764,-50.8849647703457,-0.0666033570292483,-0.2919633049590704,0.22535994792981917,-0.00655518003968476,-0.02346000341742569,2019,bs,0.18845584607794771,0.20356580387820916
spot_down/option_down/iv_flat,40,-2.77697129067684,-0.069424282266921,-0.3238640535513292,0.2544397712844032,0.005435708159938277,-0.013164663016001388,2019,bs,0.00986679822397632,0.011109301061416428
spot_down/option_down/iv_up,398,-10.029782368976711,-0.025200458213509327,-0.23731433359090032,0.21211387537738544,-0.008969582213383393,-0.026828431610477477,2019,bs,0.09817464232856438,0.040124243376780125
spot_up/option_down/iv_down,384,-38.84066302169379,-0.10114755995232759,-0.05754612559922893,-0.04360143435310367,0.008531064672003248,-0.04434902153081228,2019,bs,0.09472126295017266,0.15538245583657134
spot_up/option_down/iv_flat,25,-2.1326508080361,-0.08530603232144401,-0.03876794760715922,-0.04653808471428999,0.01662571126749701,-0.03679599234093131,2019,bs,0.0061667488899852,0.00853169061015804
spot_up/option_down/iv_up,25,-1.9815149233115,-0.07926059693246,-0.03013931181952444,-0.04912128511293691,0.009075379634399763,-0.045304720164391236,2019,bs,0.0061667488899852,0.007927070011368961
spot_up/option_flat/iv_down,2,-0.17893594610606,-0.08946797305303,0.0,-0.08946797305302702,0.008453191460634994,-0.005096864376734012,2019,bs,0.000493339911198816,0.000715835018775833
spot_up/option_flat/iv_up,1,-0.05499353959503,-0.05499353959503,0.0,-0.05499353959501941,0.004078729613829997,-0.03966428138172179,2019,bs,0.000246669955599408,0.0002200021980224386
spot_up/option_up/iv_down,1848,-124.23450680532189,-0.06722646472149453,0.3048929868911637,-0.3721194516126621,0.030796640352048862,-0.03364792884759597,2019,bs,0.455846077947706,0.49700137086419727
spot_up/option_up/iv_flat,153,-9.15930481143508,-0.059864737329641045,0.25886674970269324,-0.318731487032337,0.027313742541835984,-0.023126499253769976,2019,bs,0.03774050320670942,0.03664188931485555
spot_up/option_up/iv_up,414,-9.693848802936522,-0.023415093726899813,0.2851820176785868,-0.30859711140549,0.0034976276748522874,-0.011904104798816009,2019,bs,0.10212136161815491,0.03878033782964497
spot_down/option_down/iv_down,1461,-207.3747069117386,-0.14194025113739808,-0.6012005442932005,0.45926029315579775,-0.04102980803906768,-0.05286616826161753,2020,bs,0.23342386962773606,0.29261187638828223
spot_down/option_down/iv_flat,93,-15.433435937333233,-0.1659509240573466,-0.709350573757931,0.5433996497005793,-0.08063538439626362,-0.08602549341202387,2020,bs,0.014858603610800448,0.021777036920242625
spot_down/option_down/iv_up,344,-10.206752467550643,-0.029670792056833265,-0.41489820858689963,0.3852274165300623,-0.02815546981129312,-0.03858671680214065,2020,bs,0.05496085636683176,0.014402031162999386
spot_up/option_down/iv_down,546,-88.7252927484239,-0.16250053616927454,-0.09239492851606537,-0.07010560765321336,0.033817185104978206,-0.06609254993178164,2020,bs,0.08723438248921553,0.12519402573654156
spot_up/option_down/iv_flat,27,-4.1930202405656,-0.15529704594687407,-0.05654290157973899,-0.09875414436714101,0.016425202427035185,-0.07578452396007143,2020,bs,0.004313788145071097,0.005916476211576483
spot_up/option_down/iv_up,29,-2.1911434932517055,-0.0755566721810933,-0.03773873782392507,-0.0378179343571728,0.0170099995771187,-0.058438799148618076,2020,bs,0.0046333280076689565,0.0030917686083541556
spot_up/option_flat/iv_down,10,-0.545376351876673,-0.0545376351876673,0.0,-0.05453763518767048,0.038235873080322065,-0.06300574259088998,2020,bs,0.0015976993129892955,0.0007695422457105641
spot_up/option_flat/iv_up,2,-0.030068782110218416,-0.015034391055109208,0.0,-0.015034391055113549,0.01385538121210178,-0.0834272618649563,2020,bs,0.00031953986259785906,4.242794545684963e-05
spot_up/option_up/iv_down,2871,-347.76760580608754,-0.12113117582935826,0.4604995292690717,-0.581630705098435,0.08601208106117611,-0.0556292391522345,2020,bs,0.45869947275922673,0.4907104303963672
spot_up/option_up/iv_flat,151,-9.954391055933046,-0.06592311957571553,0.6607164062399936,-0.7266395258157119,0.13764301204651994,-0.07585439962698812,2020,bs,0.02412525962613836,0.01404594170888457
spot_up/option_up/iv_up,725,-22.280496321891174,-0.030731719064677483,0.3851364401210256,-0.41586815918570735,0.03022485549593852,-0.039839375744244496,2020,bs,0.11583320019172391,0.031438442675584335
spot_down/option_down/iv_down,1241,-82.77581169695016,-0.0667008958073732,-0.2897594426384551,0.22305854683107684,-0.01018746547462719,-0.031590112427322174,2021,bs,0.16395825075967763,0.1880713356138272
spot_down/option_down/iv_flat,17,-1.7736365114962696,-0.10433155949978057,-0.3361828510761352,0.23185129157635287,-0.00654955266661202,-0.03068117762466851,2021,bs,0.002246003435064077,0.0040298026775235215
spot_down/option_down/iv_up,888,-20.42799170898342,-0.02300449516777412,-0.2672420721164546,0.24423757694867734,-0.010517615702727707,-0.03285738523831922,2021,bs,0.11732065001981767,0.04641355494866448
spot_up/option_down/iv_down,783,-49.53624223683693,-0.06326467718625406,-0.026500519340415456,-0.03676415784584317,0.009959939682543066,-0.03818685063909565,2021,bs,0.10344827586206896,0.11254914989997322
spot_up/option_down/iv_flat,86,-7.335709533922307,-0.08529894806886404,-0.038375299068513405,-0.04692364900035615,0.006156084267412857,-0.038693046478393105,2021,bs,0.011362135024441802,0.016667147822975518
spot_up/option_down/iv_up,137,-4.327924924860976,-0.0315906928821969,-0.019551765362128472,-0.012038927520068318,0.0019214709412940165,-0.03266410933919488,2021,bs,0.018100145329634033,0.009833290720663104
spot_up/option_flat/iv_down,27,-0.5814369833267667,-0.021534703086176547,0.0,-0.0215347030861788,0.009406820531810835,-0.027779262260982658,2021,bs,0.0035671819262782403,0.0013210577798969335
spot_up/option_flat/iv_flat,1,-0.016804264538290002,-0.016804264538290002,0.0,-0.016804264538291497,0.015029290771980643,-0.0663516401171414,2021,bs,0.0001321178491214163,3.8180241436892096e-05
spot_up/option_flat/iv_up,9,-0.15141286861024067,-0.01682365206780452,0.0,-0.016823652067806026,0.0038416133527026247,-0.02857395106067166,2021,bs,0.0011890606420927466,0.00034401861902488715
spot_up/option_up/iv_down,3223,-234.1166903426095,-0.0726393702583337,0.32321084291383667,-0.3958502131721745,0.02934379720114074,-0.03377988546589651,2021,bs,0.42581582771832477,0.5319263893590507
spot_up/option_up/iv_flat,292,-20.837018224056685,-0.07135965145224892,0.25321394401399666,-0.324573595466249,0.030323543393349698,-0.035599661431180485,2021,bs,0.03857841194345356,0.04734288637307783
spot_up/option_up/iv_up,865,-18.24918646344949,-0.02109732539127109,0.2654106724849648,-0.2865079978762382,0.012646484585370292,-0.031497724683294676,2021,bs,0.1142819394900251,0.041463185943885796
spot_down/option_down/iv_down,3442,-319.4913005217605,-0.09282141212137143,-0.4863786850442334,0.39355727292285686,-0.032134023977011726,-0.04858859940772963,2022,bs,0.35914023372287146,0.4780314085614116
spot_down/option_down/iv_flat,327,-20.8775800237255,-0.06384581047010857,-0.5065588578921111,0.44271304742200074,-0.018567504607199626,-0.031062987558632505,2022,bs,0.03411936560934892,0.031237592290608688
spot_down/option_down/iv_up,930,-24.266259044141762,-0.026092751660367487,-0.3563329309769988,0.3302401793166283,-0.023589597620095337,-0.0439876363301489,2022,bs,0.09703672787979967,0.036307824258260527
spot_up/option_down/iv_down,595,-42.36854750116724,-0.07120764285910461,-0.03466622271783181,-0.03654142014127663,0.010443529003546883,-0.04129109294553133,2022,bs,0.06208263772954925,0.06339295125597509
spot_up/option_down/iv_flat,59,-15.48588799752755,-0.26247267792419576,-0.09947431935818885,-0.1629983585660119,0.009193722279561863,-0.03084286213255552,2022,bs,0.006156093489148581,0.02317039881897552
spot_up/option_down/iv_up,135,-3.8150521435866196,-0.028259645508049033,-0.017931904394627204,-0.010327741113419196,0.004956502915992953,-0.042370282380370376,2022,bs,0.014085976627712854,0.005708182811098895
spot_up/option_flat/iv_down,34,-1.0998211998542264,-0.03234768234865372,0.0,-0.03234768234865601,0.012256853026729133,-0.01702212786546366,2022,bs,0.0035475792988313858,0.0016455818248366013
spot_up/option_flat/iv_up,26,-0.018648767714086037,-0.0007172602966956168,0.0,-0.0007172602966955757,0.0006232340409514345,-0.014338464850880278,2022,bs,0.002712854757929883,2.7902783843380253e-05
spot_up/option_up/iv_down,3299,-216.5416942164594,-0.06563858569762335,0.4597537602647097,-0.5253923459623376,0.0591904357879617,-0.04596593786177895,2022,bs,0.3442195325542571,0.3239954606886652
spot_up/option_up/iv_flat,122,-6.56007498170966,-0.053771106407456234,0.2416555764373195,-0.29542668284478013,0.026362027152438704,-0.03694594889496448,2022,bs,0.012729549248747913,0.009815359224660824
spot_up/option_up/iv_up,615,-17.823059700427418,-0.02898058487874377,0.3089357848812949,-0.33791636976004263,0.03031871269751866,-0.043941573514754396,2022,bs,0.064169449081803,0.026667337481663778
spot_down/option_down/iv_down,2724,-203.0857210383879,-0.07455422945608954,-0.4316319511882579,0.3570777217321644,-0.00490675028948046,-0.01642238233178616,2023,bs,0.3270893371757925,0.3701989479530643
spot_down/option_down/iv_flat,156,-7.412835638694115,-0.04751817717111612,-0.38228574915852837,0.33476757198740725,-0.007510434471535086,-0.005182244693217028,2023,bs,0.018731988472622477,0.013512638607786811
spot_down/option_down/iv_up,752,-19.88589499749255,-0.026444009305176264,-0.2974120341836014,0.27096802487842003,-0.0028067269807293123,-0.013195170903618575,2023,bs,0.09029779058597502,0.03624940921270042
spot_up/option_down/iv_down,804,-89.74907273541116,-0.11162819991966562,-0.06203097667682248,-0.049597223242848154,0.005356301912685448,-0.026744987408410435,2023,bs,0.09654178674351585,0.1636009274139562
spot_up/option_down/iv_flat,73,-5.75263013834136,-0.07880315258001863,-0.03000232102277591,-0.04880083155725208,0.009182265156646711,-0.0671428032948078,2023,bs,0.008765609990393853,0.01048629915627852
spot_up/option_down/iv_up,228,-15.22278622740656,-0.06676660626055508,-0.042274074787619006,-0.024492531472941795,0.0022935406933363286,-0.03535715951584536,2023,bs,0.027377521613832854,0.027749166300249505
spot_up/option_flat/iv_down,7,-0.54290354937849,-0.07755764991121285,0.0,-0.07755764991121925,0.005193561223842855,-0.023513639748970343,2023,bs,0.0008405379442843419,0.0009896428059652266
spot_up/option_flat/iv_up,4,-0.11206551120225186,-0.028016377800562965,0.0,-0.028016377800564422,0.00569318825501787,-0.05682355575613035,2023,bs,0.0004803073967339097,0.00020428090235380983
spot_up/option_up/iv_down,2378,-169.81831879916396,-0.0714122450795475,0.3958024357212716,-0.4672146808008238,0.02217652367888173,-0.02769820484186761,2023,bs,0.2855427473583093,0.30955678538682363
spot_up/option_up/iv_flat,213,-13.03544518396609,-0.061199273164160045,0.17004936268552814,-0.23124863584969615,0.0031770799735235658,-0.001800805837540167,2023,bs,0.025576368876080693,0.023761927074586964
spot_up/option_up/iv_up,989,-23.967680518559025,-0.02423425734940245,0.3441212993025975,-0.3683555566520043,0.0036043463735258925,-0.009588474128469608,2023,bs,0.11875600384245917,0.04368997518623448
